,Isolate,RIFAMPICIN,ISONIAZID,PYRAZINAMIDE,ETHAMBUTOL,STREPTOMYCIN,LEVOFLOXACIN,CAPREOMYCIN,AMIKACIN,MOXIFLOXACIN,OFLOXACIN,KANAMYCIN,ETHIONAMIDE,CIPROFLOXACIN
ERR4797112,site.04.subj.00836.lab.715342.iso.1,0.9822009801864624,0.9282127618789673,0.9891148209571838,0.9796023368835449,0.9542822241783142,0.9132860898971558,0.9882558584213257,0.9558268785476685,0.9873130321502686,0.9735087156295776,0.954797089099884,0.9497742652893066,0.9998910427093506
ERR4797013,site.04.subj.00837.lab.713494.iso.1,0.9902663826942444,0.9334508180618286,0.9868887662887573,0.9842539429664612,0.9684810042381287,0.6888322830200195,0.8640326857566833,0.8718500137329102,0.8887364864349365,0.8205899000167847,0.9382303953170776,0.9412655830383301,0.9993793964385986
ERR4796919,site.04.subj.00838.lab.708715.iso.1,0.9781068563461304,0.9673224687576294,0.9958138465881348,0.9973580837249756,0.8982871770858765,0.8920369148254395,0.9946492910385132,0.9376887679100037,0.9631299376487732,0.9151873588562012,0.9660285711288452,0.9908715486526489,0.9999217987060547
ERR4796880,site.04.subj.00840.lab.707921.iso.1,0.9583787322044373,0.027381032705307007,0.9856691956520081,0.98780357837677,0.8870052099227905,0.9770974516868591,0.9872684478759766,0.9531116485595703,0.9901928901672363,0.9654169678688049,0.9834344983100891,0.9665178060531616,0.999906599521637
ERR4796920,site.04.subj.00841.lab.708845.iso.1,0.9782612919807434,0.9691615104675293,0.9957349896430969,0.9973713159561157,0.9008133411407471,0.8899924755096436,0.9946365356445312,0.9379543662071228,0.9626221656799316,0.9153627157211304,0.9652844667434692,0.991119384765625,0.9999209046363831
ERR4796893,site.04.subj.00842.lab.708160.iso.1,0.00474962592124939,0.007324635982513428,0.03644740581512451,0.04214054346084595,0.015912383794784546,0.35286444425582886,0.5226780772209167,0.49880868196487427,0.07942771911621094,0.045993924140930176,0.2711494565010071,0.34505629539489746,0.15567129850387573
ERR4797093,site.04.subj.00843.lab.714909.iso.1,0.8776367902755737,0.9695457220077515,0.9321566224098206,0.985465407371521,0.9783433675765991,0.9265958070755005,0.967472493648529,0.949063777923584,0.9268674850463867,0.941955029964447,0.9831364154815674,0.9773215055465698,0.9999465942382812
ERR4796742,site.04.subj.00844.lab.705588.iso.1,0.0089205801486969,0.00895613431930542,0.018049240112304688,0.07438260316848755,0.016291707754135132,0.16909635066986084,0.018309205770492554,0.0019881725311279297,0.0494343638420105,0.04169878363609314,0.001140892505645752,0.17024606466293335,0.005047023296356201
ERR4796674,site.04.subj.00845.lab.704318.iso.1,0.9809138774871826,0.9715617895126343,0.9963681697845459,0.9975370764732361,0.8892722129821777,0.9011942744255066,0.9943429231643677,0.938453197479248,0.9647305607795715,0.9215686917304993,0.9617489576339722,0.9910811185836792,0.9999349117279053
ERR4796935,site.04.subj.00846.lab.709555.iso.1,0.9918006658554077,0.9467918872833252,0.981471061706543,0.9899027347564697,0.9713836908340454,0.9454663395881653,0.9905874729156494,0.9804064035415649,0.989436686038971,0.9830693006515503,0.9782898426055908,0.9395650625228882,0.9999696016311646
ERR4797212,site.04.subj.00847.lab.717460.iso.1,0.9973933100700378,0.9741458892822266,0.9892661571502686,0.9904569387435913,0.9733920097351074,0.8599309921264648,0.9824502468109131,0.9559222459793091,0.9884542226791382,0.9679008722305298,0.9498147964477539,0.8866865634918213,0.9998817443847656
ERR4797190,site.04.subj.00848.lab.716901.iso.1,0.9656251668930054,0.952324390411377,0.9711244106292725,0.9669631719589233,0.7861089110374451,0.8616025447845459,0.9713445901870728,0.9783494472503662,0.9038378596305847,0.8514659404754639,0.9718044996261597,0.906163215637207,0.9997177124023438
ERR4796936,site.04.subj.00849.lab.709715.iso.1,0.015093564987182617,0.013787776231765747,0.09013426303863525,0.06997725367546082,0.0124703049659729,0.1717277467250824,0.7039761543273926,0.33071571588516235,0.03516793251037598,0.011768251657485962,0.33452078700065613,0.37865787744522095,0.044832468032836914
ERR4797134,site.04.subj.00851.lab.715696.iso.1,0.908613920211792,0.8952854871749878,0.9749101400375366,0.9562338590621948,0.8472244739532471,0.8834758400917053,0.9387673735618591,0.9415714740753174,0.9108866453170776,0.8253214359283447,0.9625518321990967,0.8933277130126953,0.9996991157531738
ERR4796938,site.04.subj.00852.lab.709972.iso.1,0.016985386610031128,0.015070676803588867,0.11821678280830383,0.19006451964378357,0.020131558179855347,0.047112494707107544,0.5573152303695679,0.23086479306221008,0.02639716863632202,0.0033593177795410156,0.21183934807777405,0.6061902642250061,0.006332457065582275
ERR4796933,site.04.subj.00853.lab.709433.iso.1,0.00040337443351745605,0.0004100203514099121,0.0015102922916412354,0.08513596653938293,0.0032652616500854492,0.09808683395385742,0.753932535648346,0.7774012088775635,0.10682588815689087,0.002790302038192749,0.23833397030830383,0.02662503719329834,0.01067689061164856
ERR4797082,site.04.subj.00854.lab.714761.iso.1,0.014307200908660889,0.01357242465019226,0.0941445529460907,0.07040300965309143,0.011710554361343384,0.265606164932251,0.687944769859314,0.29272717237472534,0.04507851600646973,0.018805980682373047,0.3023545742034912,0.38020604848861694,0.07053536176681519
ERR4796915,site.04.subj.00855.lab.708600.iso.1,0.9786017537117004,0.969464898109436,0.9958945512771606,0.9974230527877808,0.9013263583183289,0.8919764757156372,0.994721531867981,0.9383959770202637,0.9634312391281128,0.9175983667373657,0.9656869173049927,0.9912235736846924,0.9999251365661621
ERR4797198,site.04.subj.00856.lab.717086.iso.1,0.9985548257827759,0.9859299659729004,0.9931808710098267,0.994641125202179,0.9597558975219727,0.9021912217140198,0.9860819578170776,0.9650616645812988,0.9901604652404785,0.9753438234329224,0.9469888210296631,0.9047076106071472,0.9999481439590454
ERR4796682,site.04.subj.00857.lab.704503.iso.1,0.011648446321487427,0.006493031978607178,0.03452637791633606,0.05719199776649475,0.01634940505027771,0.3064475655555725,0.5510614514350891,0.7225032448768616,0.07596927881240845,0.05723944306373596,0.29783880710601807,0.06694445013999939,0.24022242426872253
ERR4797102,site.04.subj.00858.lab.715079.iso.1,0.007414013147354126,0.011402517557144165,0.0544888973236084,0.04801517724990845,0.012803435325622559,0.06390243768692017,0.5271881818771362,0.40038323402404785,0.02415710687637329,0.007824957370758057,0.17290106415748596,0.3351546823978424,0.015384703874588013
ERR4796261,site.04.subj.00859.lab.709463.iso.1,0.23123815655708313,0.03605973720550537,0.2638838291168213,0.6735941767692566,0.1021515429019928,0.018582582473754883,0.3310908079147339,0.28930360078811646,0.04867562651634216,0.006529182195663452,0.16074258089065552,0.4560529291629791,0.005549639463424683
ERR4797088,site.04.subj.00860.lab.714837.iso.1,0.9789661169052124,0.9648298025131226,0.9946667551994324,0.9967886805534363,0.7939156293869019,0.8878469467163086,0.9944965839385986,0.9350121021270752,0.9524006843566895,0.8748290538787842,0.9598712921142578,0.9871869087219238,0.9998544454574585
ERR4797021,site.04.subj.00861.lab.713588.iso.1,0.9973963499069214,0.9896062612533569,0.9953553676605225,0.9955841302871704,0.985622763633728,0.9385919570922852,0.9922292828559875,0.9755103588104248,0.9945064783096313,0.991612434387207,0.9612364172935486,0.9771258234977722,0.9999884366989136
ERR4797073,site.04.subj.00862.lab.714505.iso.1,0.9969446659088135,0.9823084473609924,0.9961941838264465,0.9882566928863525,0.9369204044342041,0.861762523651123,0.9837394952774048,0.9288743138313293,0.9889419078826904,0.9642096757888794,0.8990300893783569,0.9210480451583862,0.9998631477355957
ERR4797051,site.04.subj.00863.lab.714123.iso.1,0.028887897729873657,0.01898336410522461,0.09564858675003052,0.06911256909370422,0.014522939920425415,0.00144118070602417,0.5511757135391235,0.22490426898002625,0.002805382013320923,0.0002180337905883789,0.1756364107131958,0.3226172626018524,0.00028395652770996094
ERR4797046,site.04.subj.00864.lab.714073.iso.1,0.9381926655769348,0.020081400871276855,0.9441118240356445,0.8401275873184204,0.021585077047348022,0.9916480779647827,0.9924619197845459,0.8773019313812256,0.9703754186630249,0.8554004430770874,0.8965253233909607,0.9370009899139404,0.9990056753158569
ERR4796986,site.04.subj.00865.lab.712845.iso.1,0.010806411504745483,0.010164469480514526,0.08216351270675659,0.10177627205848694,0.047819942235946655,0.07702627778053284,0.7987610101699829,0.7294750809669495,0.05587252974510193,0.007443904876708984,0.756173849105835,0.504654586315155,0.04116111993789673
ERR4796979,site.04.subj.00866.lab.712431.iso.1,0.00791865587234497,0.03429129719734192,0.01628059148788452,0.12241485714912415,0.0500510036945343,0.08342701196670532,0.03319326043128967,0.0024383366107940674,0.05248647928237915,0.056324511766433716,0.001314401626586914,0.09110143780708313,0.002329528331756592
ERR4797068,site.04.subj.00867.lab.714461.iso.1,0.034982532262802124,0.08187752962112427,0.1357177197933197,0.2284034788608551,0.2035849392414093,0.013855129480361938,0.43760839104652405,0.19975584745407104,0.03630545735359192,0.009814977645874023,0.20542839169502258,0.21681073307991028,0.003053128719329834
ERR4797175,site.04.subj.00868.lab.716518.iso.1,0.012816280126571655,0.018866509199142456,0.21916154026985168,0.48136159777641296,0.20979243516921997,0.9539742469787598,0.47653481364250183,0.429169625043869,0.627480149269104,0.8876818418502808,0.4621829390525818,0.5132438540458679,0.9619369506835938
ERR4796958,site.04.subj.00869.lab.711792.iso.1,0.998084306716919,0.9918055534362793,0.9971537590026855,0.993563175201416,0.9289482831954956,0.8744403123855591,0.9868958592414856,0.9449257850646973,0.9894177913665771,0.9654607772827148,0.918043851852417,0.9183158874511719,0.9999287724494934
ERR4797126,site.04.subj.00870.lab.715638.iso.1,0.9818272590637207,0.9495196342468262,0.9965770840644836,0.9958692789077759,0.7191870808601379,0.917048990726471,0.9940657019615173,0.9376949071884155,0.9617210626602173,0.8735815286636353,0.9565788507461548,0.9872035384178162,0.9999091625213623
ERR4797107,site.04.subj.00871.lab.715170.iso.1,0.3921377658843994,0.0045815110206604,0.18866509199142456,0.43775027990341187,0.015313506126403809,0.8223505020141602,0.9762462377548218,0.7428150177001953,0.4559294283390045,0.18231385946273804,0.7903246879577637,0.919098973274231,0.6207543611526489
ERR4797113,site.04.subj.00872.lab.715388.iso.1,0.02287086844444275,0.021897107362747192,0.1327480971813202,0.0834200382232666,0.016040712594985962,0.01764732599258423,0.7045560479164124,0.2338271141052246,0.01118364930152893,0.0019265413284301758,0.2300969362258911,0.40119120478630066,0.0034398138523101807
ERR4797140,site.04.subj.00874.lab.715845.iso.1,0.977906346321106,0.9696562886238098,0.9957589507102966,0.9973964095115662,0.9017128944396973,0.891127347946167,0.9946743249893188,0.9379608631134033,0.9628723859786987,0.9171217679977417,0.9654401540756226,0.9911715984344482,0.9999228715896606
ERR4797103,site.04.subj.00876.lab.715082.iso.1,0.8217061758041382,0.7490935325622559,0.9042567610740662,0.9012172222137451,0.6945142149925232,0.938381552696228,0.8718488216400146,0.9053560495376587,0.9089115858078003,0.8289458751678467,0.9181106686592102,0.8364668488502502,0.9995121359825134
ERR4796991,site.04.subj.00877.lab.712945.iso.1,0.9824314713478088,0.9759652018547058,0.9931740760803223,0.994077742099762,0.9768683314323425,0.8628808259963989,0.9784451723098755,0.9760005474090576,0.9642383456230164,0.9391999244689941,0.982720136642456,0.9712939262390137,0.9999538660049438
ERR4796934,site.04.subj.00878.lab.709531.iso.1,0.9552135467529297,0.9050916433334351,0.9650548696517944,0.9713813662528992,0.8772472143173218,0.9492264986038208,0.9065448045730591,0.9324243068695068,0.953874945640564,0.9160634279251099,0.9350221157073975,0.9066289663314819,0.9999078512191772
ERR4796944,site.04.subj.00879.lab.710812.iso.1,0.014307200908660889,0.01357242465019226,0.0941445529460907,0.07040300965309143,0.011710554361343384,0.265606164932251,0.687944769859314,0.29272717237472534,0.04507851600646973,0.018805980682373047,0.3023545742034912,0.38020604848861694,0.07053536176681519
ERR4797081,site.04.subj.00880.lab.714678.iso.1,0.03311195969581604,0.01546478271484375,0.1283460259437561,0.34471505880355835,0.02657473087310791,0.02234482765197754,0.37377023696899414,0.20214471220970154,0.01840910315513611,0.001955360174179077,0.17371803522109985,0.2645055055618286,0.004188865423202515
ERR4797194,site.04.subj.00881.lab.717007.iso.1,0.9924213886260986,0.952068567276001,0.928170919418335,0.9878436326980591,0.9137318730354309,0.7543271780014038,0.9554147124290466,0.9017795324325562,0.946448564529419,0.8562998175621033,0.9547797441482544,0.6037722826004028,0.9987730979919434
ERR4797045,site.04.subj.00882.lab.714067.iso.1,0.9939061403274536,0.9899289608001709,0.9750007390975952,0.9908277988433838,0.9045031666755676,0.15386590361595154,0.9207618236541748,0.948721170425415,0.673646092414856,0.606687605381012,0.9451209902763367,0.9337130188941956,0.9771641492843628
ERR4797059,site.04.subj.00884.lab.714267.iso.1,0.019554555416107178,0.004287093877792358,0.08076655864715576,0.2554089426994324,0.34261107444763184,0.0003491044044494629,0.03998187184333801,0.0017603039741516113,0.015935182571411133,0.0004685819149017334,0.0037690699100494385,0.6232234239578247,1.6268242688965984e-05
ERR4797071,site.04.subj.00885.lab.714480.iso.1,0.9104404449462891,0.9363065361976624,0.8798531889915466,0.9722269773483276,0.9347847700119019,0.8828117251396179,0.9247941970825195,0.9134940505027771,0.8733429312705994,0.8801760673522949,0.9586061239242554,0.9511118531227112,0.9996331930160522
ERR4797158,site.04.subj.00886.lab.716012.iso.1,0.0035644173622131348,0.003622710704803467,0.11125850677490234,0.3440362811088562,0.18319299817085266,0.011671483516693115,0.8889175653457642,0.1407422423362732,0.037410199642181396,0.004249632358551025,0.2935519814491272,0.8554108142852783,0.0012366771697998047
ERR4797001,site.04.subj.00889.lab.713166.iso.1,0.012664645910263062,0.01573866605758667,0.17757320404052734,0.15524321794509888,0.07764837145805359,0.24327844381332397,0.909104585647583,0.5383632183074951,0.08160120248794556,0.03492248058319092,0.6937694549560547,0.599197506904602,0.10755506157875061
ERR4797105,site.04.subj.00891.lab.715099.iso.1,0.01604965329170227,0.016196787357330322,0.18278631567955017,0.20671305060386658,0.052068859338760376,0.30553722381591797,0.9247212409973145,0.5598464608192444,0.08823999762535095,0.034426599740982056,0.7192281484603882,0.588137149810791,0.1277720332145691
ERR4796971,site.04.subj.00893.lab.712228.iso.1,0.9906162023544312,0.9325031042098999,0.976951539516449,0.9893900156021118,0.9703738689422607,0.9411159157752991,0.9902664422988892,0.9789385795593262,0.9882892370223999,0.9808553457260132,0.9786633253097534,0.9333709478378296,0.9999583959579468
ERR4797079,site.04.subj.00894.lab.714659.iso.1,0.9784015417098999,0.9696210026741028,0.9957616329193115,0.9974099397659302,0.9014654159545898,0.8911651968955994,0.9946807622909546,0.9382578134536743,0.9629650115966797,0.9170277118682861,0.9655799865722656,0.9911396503448486,0.9999229907989502
ERR4797090,site.04.subj.00895.lab.714859.iso.1,0.022845983505249023,0.020993053913116455,0.14007559418678284,0.07626307010650635,0.01100131869316101,0.044665008783340454,0.7008827924728394,0.20598438382148743,0.016062796115875244,0.0037929415702819824,0.2019771933555603,0.40383100509643555,0.008091956377029419
ERR4797109,site.04.subj.00896.lab.715226.iso.1,0.9781068563461304,0.9673224687576294,0.9958138465881348,0.9973580837249756,0.8982871770858765,0.8920369148254395,0.9946492910385132,0.9376887679100037,0.9631299376487732,0.9151873588562012,0.9660285711288452,0.9908715486526489,0.9999217987060547
ERR4797115,site.04.subj.00897.lab.715466.iso.1,0.027498453855514526,0.021699965000152588,0.19287428259849548,0.11667457222938538,0.01449313759803772,0.3750942051410675,0.7851988077163696,0.24324408173561096,0.06203848123550415,0.027896910905838013,0.3263258635997772,0.4840109646320343,0.0978536307811737
ERR4797160,site.04.subj.00898.lab.716085.iso.1,0.013772547245025635,0.011451572179794312,0.10083004832267761,0.08431878685951233,0.026512444019317627,0.0005361735820770264,0.4273417294025421,0.39185649156570435,0.0026931464672088623,0.00011686400830512866,0.2790004312992096,0.21972611546516418,0.00015088915824890137
ERR4797117,site.04.subj.00899.lab.715513.iso.1,0.9783754348754883,0.9295258522033691,0.972224235534668,0.9805761575698853,0.9533572793006897,0.9128295183181763,0.9910116791725159,0.9749711751937866,0.977751612663269,0.9586306214332581,0.9823962450027466,0.9100452661514282,0.9998869299888611
ERR4797087,site.04.subj.00900.lab.714823.iso.1,0.9994804859161377,0.9953393936157227,0.9952749013900757,0.9978579878807068,0.9900771379470825,0.899204671382904,0.9882268905639648,0.9738733172416687,0.9945597648620605,0.9892853498458862,0.9532809257507324,0.9501675963401794,0.999983549118042
ERR4797060,site.04.subj.00901.lab.714270.iso.1,0.0089663565158844,0.014825910329818726,0.09065130352973938,0.09021756052970886,0.1170312762260437,0.10508212447166443,0.39944857358932495,0.14022165536880493,0.08413368463516235,0.03216296434402466,0.14231613278388977,0.384940505027771,0.026904970407485962
ERR4797108,site.04.subj.00902.lab.715192.iso.1,0.004273861646652222,0.0049197375774383545,0.024935245513916016,0.04504653811454773,0.02575582265853882,0.4201798439025879,0.7989552021026611,0.8278435468673706,0.10324418544769287,0.05287572741508484,0.6128242015838623,0.22345399856567383,0.3773724436759949
ERR4797075,site.04.subj.00903.lab.714571.iso.1,0.9597897529602051,0.015234678983688354,0.7797914743423462,0.8949531316757202,0.5180678367614746,0.8723068237304688,0.9579434394836426,0.7817912101745605,0.9498372077941895,0.6817665100097656,0.9255673885345459,0.6950443387031555,0.9838542938232422
ERR4797176,site.04.subj.00904.lab.716574.iso.1,0.9993886947631836,0.9976618885993958,0.9886003136634827,0.99875807762146,0.8536291122436523,0.8980748653411865,0.9806771874427795,0.9495482444763184,0.9754444360733032,0.9564459323883057,0.9157700538635254,0.8702639937400818,0.9999189972877502
ERR4797114,site.04.subj.00905.lab.715417.iso.1,0.34266698360443115,0.4299764037132263,0.9601830244064331,0.9892878532409668,0.37736421823501587,0.7853710055351257,0.9739049077033997,0.4301266372203827,0.79319167137146,0.43268871307373047,0.6885364651679993,0.9774172306060791,0.9842512607574463
ERR4797127,site.04.subj.00906.lab.715647.iso.1,0.8559553027153015,0.8306097984313965,0.9309879541397095,0.9079606533050537,0.46441519260406494,0.01646164059638977,0.7829431891441345,0.7276654243469238,0.12883290648460388,0.030790627002716064,0.8482183218002319,0.8183565139770508,0.09157022833824158
ERR4797091,site.04.subj.00907.lab.714875.iso.1,0.9785075187683105,0.9693105220794678,0.9957123398780823,0.9973781108856201,0.894262969493866,0.8924226760864258,0.9947181940078735,0.9389880895614624,0.9625455141067505,0.914499044418335,0.9654457569122314,0.9908754825592041,0.9999213218688965
ERR4797118,site.04.subj.00908.lab.715518.iso.1,0.8094300031661987,0.7395402789115906,0.8981879353523254,0.8940942287445068,0.6812805533409119,0.9370280504226685,0.8687586784362793,0.9032505750656128,0.9045571088790894,0.8212621212005615,0.9161098003387451,0.8306024074554443,0.9994553327560425
ERR4797058,site.04.subj.00909.lab.714255.iso.1,0.9106566905975342,0.9366401433944702,0.8797265291213989,0.9723155498504639,0.9348845481872559,0.8828489184379578,0.9247291088104248,0.9135699272155762,0.8733208179473877,0.8805710077285767,0.9584811329841614,0.9511370658874512,0.9996322393417358
ERR4797159,site.04.subj.00910.lab.716026.iso.1,0.9783282279968262,0.9684209227561951,0.9958183765411377,0.997387707233429,0.9012513160705566,0.8919322490692139,0.994711697101593,0.9381384253501892,0.9633729457855225,0.9171539545059204,0.965828537940979,0.9911626577377319,0.9999232292175293
ERR4796967,site.04.subj.00911.lab.712086.iso.1,0.011220365762710571,0.011743724346160889,0.11378821730613708,0.13738706707954407,0.017592966556549072,0.07408377528190613,0.632155179977417,0.5424410104751587,0.031995534896850586,0.008397102355957031,0.41068121790885925,0.2143116295337677,0.02540925145149231
ERR4797077,site.04.subj.00912.lab.714637.iso.1,0.9773054718971252,0.9647246599197388,0.9961314797401428,0.9974855184555054,0.8960698843002319,0.8946029543876648,0.9945651888847351,0.9322741031646729,0.9634473323822021,0.915319561958313,0.9649084806442261,0.9907928705215454,0.9999213218688965
ERR4797116,site.04.subj.00913.lab.715481.iso.1,0.8748407959938049,0.967169463634491,0.9250670671463013,0.98356032371521,0.9783056974411011,0.9200936555862427,0.9658186435699463,0.9469497203826904,0.9210361242294312,0.9366391897201538,0.983009934425354,0.9754787087440491,0.9999334812164307
ERR4797106,site.04.subj.00914.lab.715102.iso.1,0.007411271333694458,0.006712496280670166,0.07404279708862305,0.11777853965759277,0.02342584729194641,0.3108324408531189,0.6589478850364685,0.6596295833587646,0.10002988576889038,0.04157915711402893,0.6243250966072083,0.23402675986289978,0.21479913592338562
ERR4797132,site.04.subj.00915.lab.715684.iso.1,0.022845983505249023,0.020993053913116455,0.14007559418678284,0.07626307010650635,0.01100131869316101,0.044665008783340454,0.7008827924728394,0.20598438382148743,0.016062796115875244,0.0037929415702819824,0.2019771933555603,0.40383100509643555,0.008091956377029419
ERR4797143,site.04.subj.00916.lab.715879.iso.1,0.9362119436264038,0.6435084342956543,0.9566950798034668,0.9339981079101562,0.8132513761520386,0.023898184299468994,0.8966648578643799,0.5244954824447632,0.47199198603630066,0.1428479552268982,0.7357640266418457,0.8627651333808899,0.16935893893241882
ERR4797083,site.04.subj.00917.lab.714777.iso.1,0.01054343581199646,0.015314072370529175,0.22134840488433838,0.16522327065467834,0.09538871049880981,0.2559784948825836,0.9136961698532104,0.49266278743743896,0.09185487031936646,0.04041224718093872,0.6917366981506348,0.6503373384475708,0.11481881141662598
ERR4797172,site.04.subj.00918.lab.716455.iso.1,0.008362382650375366,0.00960397720336914,0.06497308611869812,0.08108639717102051,0.0187547504901886,0.010091781616210938,0.5339541435241699,0.5771604180335999,0.011751562356948853,0.001284182071685791,0.3562963902950287,0.1706150472164154,0.00315701961517334
ERR4797123,site.04.subj.00922.lab.715611.iso.1,0.986501932144165,0.9800508618354797,0.9725282192230225,0.9817472696304321,0.9601285457611084,0.8549327850341797,0.9201827049255371,0.9603186845779419,0.9445549249649048,0.9310930967330933,0.9440187215805054,0.9353642463684082,0.9998493194580078
ERR4797152,site.04.subj.00923.lab.715969.iso.1,0.009066671133041382,0.008888989686965942,0.01836422085762024,0.07479485869407654,0.016199976205825806,0.17297664284706116,0.018440455198287964,0.0020093023777008057,0.05030825734138489,0.04239806532859802,0.0011695921421051025,0.16964396834373474,0.005257904529571533
ERR4797022,site.04.subj.00924.lab.713595.iso.1,0.9748994708061218,0.9614819288253784,0.9960362911224365,0.9977202415466309,0.9014603495597839,0.900343656539917,0.9949595928192139,0.9364128112792969,0.9644523859024048,0.9164444208145142,0.9694609642028809,0.9914001822471619,0.9999299049377441
ERR4797138,site.04.subj.00925.lab.715805.iso.1,0.9962060451507568,0.9946388006210327,0.997952938079834,0.9993876814842224,0.9662395715713501,0.9137901067733765,0.996353030204773,0.9627199172973633,0.9827792644500732,0.9737358093261719,0.9709045886993408,0.9949996471405029,0.9999896883964539
ERR4797002,site.04.subj.00926.lab.713197.iso.1,0.9845175743103027,0.960746705532074,0.959115207195282,0.987338125705719,0.9733198285102844,0.6072115302085876,0.9427542686462402,0.8804014921188354,0.876176118850708,0.7985490560531616,0.9534263014793396,0.966011106967926,0.9982131719589233
ERR4797174,site.04.subj.00927.lab.716467.iso.1,0.006696790456771851,0.004644930362701416,0.17792922258377075,0.08106762170791626,0.009773850440979004,0.951163649559021,0.9225367307662964,0.3408780097961426,0.48212724924087524,0.3770538568496704,0.39344751834869385,0.45463478565216064,0.8261748552322388
ERR4796997,site.04.subj.00928.lab.713106.iso.1,0.003553062677383423,0.0033218562602996826,0.41957205533981323,0.6402626633644104,0.20009401440620422,0.9235173463821411,0.9770514965057373,0.3424985408782959,0.6942734122276306,0.5981355905532837,0.8505346775054932,0.9450038075447083,0.9133861064910889
ERR4797181,site.04.subj.00929.lab.716654.iso.1,0.005885452032089233,0.014577716588973999,0.22354093194007874,0.3322380483150482,0.1504838466644287,0.02974379062652588,0.851310133934021,0.3859303891658783,0.04504856467247009,0.011373549699783325,0.48237186670303345,0.793513298034668,0.00920790433883667
ERR4797180,site.04.subj.00930.lab.716639.iso.1,0.013860851526260376,0.007071197032928467,0.042650073766708374,0.08768987655639648,0.017587661743164062,0.291797935962677,0.49538755416870117,0.43899160623550415,0.06358656287193298,0.04980096220970154,0.28782981634140015,0.1348901093006134,0.11306759715080261
ERR4797129,site.04.subj.00931.lab.715659.iso.1,0.9977675676345825,0.991357684135437,0.995794415473938,0.9957162141799927,0.9858095645904541,0.9394974112510681,0.9918156862258911,0.9760811924934387,0.9946078062057495,0.9919072389602661,0.9588645100593567,0.9776617884635925,0.9999897480010986
ERR4796984,site.04.subj.00932.lab.712646.iso.1,0.016924738883972168,0.014995872974395752,0.11785286664962769,0.19030550122261047,0.02021053433418274,0.04674994945526123,0.5576701760292053,0.22878891229629517,0.026430577039718628,0.003330439329147339,0.21178388595581055,0.604239821434021,0.006235748529434204
ERR4797110,site.04.subj.00933.lab.715240.iso.1,0.00838443636894226,0.0036781132221221924,0.3269803524017334,0.5442684292793274,0.013664066791534424,0.1619788110256195,0.9862589836120605,0.1186511218547821,0.09656399488449097,0.012297600507736206,0.27455824613571167,0.9208678007125854,0.011144042015075684
ERR4797125,site.04.subj.00934.lab.715637.iso.1,0.9953773021697998,0.9828968048095703,0.9942374229431152,0.9842643737792969,0.9517097473144531,0.8431430459022522,0.9829205274581909,0.9337788820266724,0.9870938062667847,0.9610229730606079,0.9150943756103516,0.9171472787857056,0.9998294115066528
ERR4797183,site.04.subj.00936.lab.716748.iso.1,0.9769289493560791,0.9489027261734009,0.9959546327590942,0.9955813884735107,0.7791695594787598,0.9008700847625732,0.9946527481079102,0.9364826083183289,0.9590292572975159,0.8670388460159302,0.9624297618865967,0.9884003400802612,0.9998898506164551
ERR4797171,site.04.subj.00937.lab.716407.iso.1,0.9943023920059204,0.9717754125595093,0.928270697593689,0.991221010684967,0.9461286067962646,0.6944969892501831,0.9531252384185791,0.8814629912376404,0.9471796751022339,0.8611608743667603,0.9358296990394592,0.7004000544548035,0.9983276128768921
ERR4797023,site.04.subj.00938.lab.713599.iso.1,0.9688312411308289,0.954972505569458,0.9891628623008728,0.9927126169204712,0.9037110209465027,0.9572632312774658,0.9779926538467407,0.9778072237968445,0.9729468822479248,0.9706754684448242,0.9782208204269409,0.9241663217544556,0.9999678134918213
ERR4797008,site.04.subj.00939.lab.713352.iso.1,0.9624683856964111,0.9539551734924316,0.9609566926956177,0.9646053314208984,0.7326972484588623,0.6982278227806091,0.9561288356781006,0.9664393663406372,0.8233759999275208,0.7270861864089966,0.9605139493942261,0.8814970850944519,0.998241662979126
ERR4797161,site.04.subj.00940.lab.716097.iso.1,0.9969462752342224,0.9934883117675781,0.997988224029541,0.9984515309333801,0.6430873274803162,0.9716740250587463,0.9938724637031555,0.9794897437095642,0.9732797145843506,0.9617109298706055,0.9629563093185425,0.9826154112815857,0.9999946355819702
ERR4797151,site.04.subj.00941.lab.715956.iso.1,0.03236883878707886,0.02188757061958313,0.20885136723518372,0.214157372713089,0.03515586256980896,0.2045692801475525,0.7573181390762329,0.24656665325164795,0.06958815455436707,0.016094952821731567,0.3390048146247864,0.5911038517951965,0.04025512933731079
ERR4797150,site.04.subj.00942.lab.715954.iso.1,0.006450682878494263,0.009692788124084473,0.01769539713859558,0.04646804928779602,0.009870350360870361,0.2888524532318115,0.027091115713119507,0.00262412428855896,0.0760878324508667,0.056685835123062134,0.000795513391494751,0.318715900182724,0.01012679934501648
ERR4797197,site.04.subj.00943.lab.717059.iso.1,0.9736525416374207,0.9347629547119141,0.987273097038269,0.9896132349967957,0.8633294105529785,0.9413465261459351,0.9484919905662537,0.9645203351974487,0.9516763091087341,0.934049665927887,0.9681723117828369,0.8674098253250122,0.9999409914016724
